LATITUD,LONGITUD,ESTABLECIMIENTO,AIRELIBRE,BARRIO,TIPO,CANTIDAD
-34.60612203550871,-58.37503244689892,Galeria Guemes,NO ESPECIFICA,San nicolas,Espacio/Galería/Sala,4
-34.60612203550871,-58.37503244689892,Galeria Guemes,SI,San nicolas,Espacio/Galería/Sala,3
-34.600432070892786,-58.4314092487943,Galeria Hache,NO,Villa crespo,Espacio/Galería/Sala,1
-34.58921774253364,-58.38340387831973,Galeria Henrique Faria,NO,Retiro,Espacio/Galería/Sala,1
-34.5922302954181,-58.427116156304926,Galeria Hilo,NO,Palermo,Espacio/Galería/Sala,1
-34.59959460983564,-58.47873383090989,Galeria Isla Flotante,NO,Paternal,Espacio/Galería/Sala,1
-34.579158737110895,-58.4060240199516,Galeria Maman Art,NO,Palermo,Espacio/Galería/Sala,1
-34.5908881131075,-58.44832380595524,Galeria Mariacasado,NO,Chacarita,Espacio/Galería/Sala,1
-34.59058189153595,-58.3866739972373,Galeria Miranda Bosch,NO,Retiro,Espacio/Galería/Sala,1
-34.59271692671955,-58.40604504275177,Galeria Mite,NO,Recoleta,Espacio/Galería/Sala,1
-34.590056076509015,-58.43662600563484,Galeria Nora Fisch,NO,Villa crespo,Espacio/Galería/Sala,1
-34.5951905209681,-58.38854365355634,Galeria Otto,NO,Recoleta,Espacio/Galería/Sala,1
-34.597962228416385,-58.43715834350774,Galeria Pabellon 4,NO,Villa crespo,Espacio/Galería/Sala,1
-34.58324705177188,-58.400701312052,Galeria Pasto,NO,Palermo,Espacio/Galería/Sala,1
-34.603335046404155,-58.45287136007666,Galeria Revolver,NO ESPECIFICA,Villa crespo,Espacio/Galería/Sala,1
-34.59278315470143,-58.37771871845284,Galeria Roldan Moderno,NO,Retiro,Espacio/Galería/Sala,1
-34.59210724760356,-58.37839041679453,Galeria Rolf Art,NO,Retiro,Espacio/Galería/Sala,1
-34.589593481230764,-58.38632332576488,Galeria Rubbers Internacional,NO,Recoleta,Espacio/Galería/Sala,1
-34.5914432888537,-58.44312324481158,Galeria Ruth Benzacar,NO,Villa crespo,Espacio/Galería/Sala,1
-34.594951028403834,-58.44789748801657,Galeria Uv,NO,Villa crespo,Espacio/Galería/Sala,1
-34.59296343299802,-58.37826746653269,Galeria Van Riel,NO,Retiro,Espacio/Galería/Sala,1
-34.58730948722179,-58.44946487346771,Galpón De Guevara,NO,Chacarita,,1
-34.675704, -58.490091,Galpon Piedrabuenarte,NO,Villa lugano,,1
-34.58338631967589,-58.37480399710721,Gendarmeria Nacional Y Rodolfo Walsh,NO,Retiro,,1
-34.569399,-58.426774,Hipodromo De Palermo,NO,Palermo,,4
-34.59452278970717,-58.41073190655986,Hospital De Niños Ricardo Gutierrez,NO,Recoleta,Hospital,6
-34.630831697437166,-58.39152737616986,Hospital De Pediatria Garrahan,NO,Parque patricios,Hospital,7
-34.630831697437166,-58.39152737616986,Hospital De Pediatria Garrahan,NO ESPECIFICA,Parque patricios,Hospital,2
-34.61848966275154,-58.50173120368888,Hospital De Rehabilitacion Manuel Roca,NO,Monte castro,Hospital,2
-34.584355248489494,-58.4008112524066,Hospital General De Agudos Bernardino Rivadavia,NO,Recoleta,Hospital,7
-34.58730744043109,-58.47089275322506,Hospital General De Agudos Enrique Tornu,NO,Parque chas,Hospital,1
-34.62890616929659,-58.37761195407884,Hospital General De Niños Pedro De Elizalde,NO,Barracas,Hospital,4
-34.63554955859915,-58.38214698091364,Hospital Infanto Juvenil Tobar Garcia,NO,Barracas,Hospital,8
-34.63554955859915,-58.38214698091364,Hospital Infanto Juvenil Tobar Garcia,SI,Barracas,Hospital,2
-34.63721751149928,-58.39299956938621,Hospital Muñez,NO,Parque patricios,Hospital,1
-34.64935338226299,-58.51580056467818,Hospital Santojanni,NO,Liniers,Hospital,2
-34.60203730089649,-58.38101681776672,Hotel Panamericano,NO,San nicolas,,9
-34.62352822160368,-58.44465000046718,Iglesia Santa Julia,NO,Caballito,,1
-34.659689815858,-58.44808427438136,Instituto Nuestra Señora De Fátima,NO,Villa soldati,,1
-34.58373108070923,-58.41788399273957,Jardin Botanico,NO,Palermo,,8
-34.65594248530275,-58.4546897075186,Jardin Ramon Carrillo,NO,Villa soldati,,7
-34.604898999554614,-58.392356108167824,La Academia,NO,Balvanera,,3
-34.60288230096737,-58.462166025440055,La Becciu: Biblioteca Popular,SI,Paternal,Biblioteca,1
-34.5897826,-58.4384077,La Casa Del Árbol,NO ESPECIFICA,,,1
-34.6011709,-58.4555664,La Farfala,NO,,,1
-34.641818593013966,-58.37949595985608,La Flor De Barracas,NO,Barracas,,3
-34.57550749388609,-58.41565222551811,La Rural,NO,Palermo,,7
-34.61225030265218,-58.37471057098631,La Vidriera,NO,Monserrat,Espacio/Galería/Sala,42
-34.61225030265218,-58.37471057098631,La Vidriera,NO ESPECIFICA,Monserrat,Espacio/Galería/Sala,2
-34.60954063653764,-58.37481023139418,Legislatura Porteña,NO,Monserrat,,6
-34.60954063653764,-58.37481023139418,Legislatura Porteña,NO ESPECIFICA,Monserrat,,3
-34.6833812,-58.4762074,Lugano Foot Ball Club,NO,,Club/Fundación,1
-34.6804149,-58.4892957,Lugano I Y Ii,NO,,,1
-34.60229100352046,-58.368364750816255,Luna Park,NO ESPECIFICA,San nicolas,Parque/Plaza/Anfiteatro,2
-34.65044895181945,-58.43293810560083,Madre Del Pueblo,NO,Flores,,3
-34.5772431807854,-58.40376899733537,Malba,NO,Palermo,Museo,12
-34.5772431807854,-58.40376899733537,Malba,NO ESPECIFICA,Palermo,Museo,1
-34.62188893456448,-58.37072608641958,Mamba,NO,San telmo,Museo,41
-34.6219746,-58.3727267,Mamba,NO,,Museo,1
-34.62188893456448,-58.37072608641958,Mamba,NO ESPECIFICA,San telmo,Museo,2
-34.62188893,-58.37072609,Mamba,NO ESPECIFICA,San telmo,Museo,16
-34.61089698410914,-58.37479242242882,Manzana De Las Luces,DECISION DE LA ESCUELA,Monserrat,,6
-34.61089698410914,-58.37479242242882,Manzana De Las Luces,NO,Monserrat,,14
-34.61089698410914,-58.37479242242882,Manzana De Las Luces,SI,Monserrat,,4
-34.6001905,-58.4155342,Mediterranea Espacio De Arte,NO,,Espacio/Galería/Sala,2
-34.5824274,-58.4462056,Mercado De Las Pulgas,NO ESPECIFICA,,,1
-34.624245,-58.418515,Milonga De Querusa,NO,Boedo,,1
-34.589736,-58.491019,Milonga Del Moran,NO,Agronomia,,1
-34.623930,-58.406835,Milonga Derecho Viejo,NO,San cristobal,,1
-34.631600,-58.467067,Milonga La Baldosa,NO,Flores,,1
-34.591386,-58.430932,Milonga La Viruta,NO,Palermo,,1
-34.59269618101388,-58.42748613203485,Milonga Parakultural,NO,Palermo,,1
-34.5793286,-58.4212185,Muntref Centro De Artes Y Naturaleza,NO,,Centro Cultural,1
-34.5850173,-58.4040056,Museo,NO,,Museo,1
-34.624472,-58.368933,Museo Antartico,SI,San telmo,Museo,1
-34.609530942740236,-58.38010813133836,Museo Argentino De Magia,NO,Monserrat,Museo,1
-34.60884818427097,-58.373565951278955,Museo Calbildo Buenos Aires,DECISION DE LA ESCUELA,Monserrat,Museo,4
-34.60884818427097,-58.373565951278955,Museo Calbildo Buenos Aires,NO,Monserrat,Museo,17
-34.60884818427097,-58.373565951278955,Museo Calbildo Buenos Aires,SI,Monserrat,Museo,13
-34.6016393315714,-58.40792231739633,Museo Casa Carlos Gardel,NO,Balvanera,Museo,48
-34.609134120174325,-58.36949268477038,Museo Casa Rosada,DECISION DE LA ESCUELA,Monserrat,Museo,21
-34.609134120174325,-58.36949268477038,Museo Casa Rosada,NO,Monserrat,Museo,10
-34.609134120174325,-58.36949268477038,Museo Casa Rosada,NO ESPECIFICA,Monserrat,Museo,1
-34.609134120174325,-58.36949268477038,Museo Casa Rosada,SI,Monserrat,Museo,10
-34.5611266315719,-58.455265141550605,Museo De Arte Español Enrique Larreta,NO,Belgrano,Museo,45
-34.5611266315719,-58.455265141550605,Museo De Arte Español Enrique Larreta,NO ESPECIFICA,Belgrano,Museo,12
-34.5611266315719,-58.455265141550605,Museo De Arte Español Enrique Larreta,SI,Belgrano,Museo,50
-34.5611266315719,-58.455265141550605,Museo De Arte Español Enrique Larreta,NO ESPECIFICA,Belgrano,Museo,1
-34.59089824476419,-58.37993128917243,Museo De Arte Hispanoamericano Isaac Fernandez Blanco,NO,Retiro,Museo,109
-34.59089824476419,-58.37993128917243,Museo De Arte Hispanoamericano Isaac Fernandez Blanco,NO ESPECIFICA,Retiro,Museo,16
-34.59089824476419,-58.37993128917243,Museo De Arte Hispanoamericano Isaac Fernandez Blanco,SI,Retiro,Museo,27
-34.61804096362504,-58.35654336892095,Museo De Calcos Y Escultura Comparada ernesto De La Carcova,NO,Puerto madero,Museo,3
-34.60510658093668,-58.438104411584334,Museo De Ciencias Naturales,NO ESPECIFICA,Caballito,Museo,1
-34.61044474118465,-58.37207897216653,Museo De La Ciudad,NO,Monserrat,Museo,25
-34.61044474118465,-58.37207897216653,Museo De La Ciudad,NO ESPECIFICA,Monserrat,Museo,1
-34.607079,-58.385271,Museo De La Mujer Argentina,NO,San nicolas,Museo,1
-34.610971857691666,-58.375716708548005,Museo De Minerales-munin,NO,Monserrat,Museo,1
-34.609134120174325,-58.36949268477038,Museo Del Bicentenario,NO,Monserrat,Museo,10
-34.62960414960902,-58.356987940041385,Museo Del Cine,NO,Boca,Museo,173
-34.62960414960902,-58.356987940041385,Museo Del Cine,NO ESPECIFICA,Boca,Museo,6
-34.61633848043731,-58.37785523949818,Museo Del Traje,DECISION DE LA ESCUELA,Monserrat,Museo,5
-34.61633848043731,-58.37785523949818,Museo Del Traje,NO,Monserrat,Museo,25
-34.61633848043731,-58.37785523949818,Museo Del Traje,SI,Monserrat,Museo,5
-34.61502406495883,-58.448256917743116,Museo Escultores L. Perlotti,NO,Caballito,Museo,51
-34.61502406495883,-58.448256917743116,Museo Escultores L. Perlotti,NO ESPECIFICA,Caballito,Museo,9
-34.61502406,-58.44825692,Museo Escultores L. Perlotti,NO ESPECIFICA,Caballito,Museo,3
-34.611286077728344,-58.37120140893198,Museo Etnografico,SI,Monserrat,Museo,1
-34.56882646637685,-58.507454603978104,Museo Historico Cornelio Saavedra,NO,Saavedra,Museo,105
-34.56882646637685,-58.507454603978104,Museo Historico Cornelio Saavedra,NO ESPECIFICA,Saavedra,Museo,11
-34.56882646637685,-58.507454603978104,Museo Historico Cornelio Saavedra,SI,Saavedra,Museo,41
-34.62331894150982,-58.41620535702468,Museo Historico Monte Piedad,NO,Boedo,Museo,9
-34.626623245360136,-58.3709726348885,Museo Historico Nacional,NO,San telmo,Museo,1
-34.62739762461914,-58.37088554564341,Museo Historico Nacional,NO,Barracas,Museo,9
-34.62739762461914,-58.37088554564341,Museo Historico Nacional,NO ESPECIFICA,Barracas,Museo,1
-34.62739762461914,-58.37088554564341,Museo Historico Nacional,SI,Barracas,Museo,3
-34.62739762461914,-58.37088554564341,Museo Historico Nacional,SI,Barracas,Museo,1
-34.57983099638686,-58.4051958788302,Museo Jose Hernandez,NO,Palermo,Museo,127
-34.57983099638686,-58.4051958788302,Museo Jose Hernandez,NO ESPECIFICA,Palermo,Museo,12
-34.57983099638686,-58.4051958788302,Museo Jose Hernandez,SI,Palermo,Museo,4
-34.579831,-58.40519588,Museo Jose Hernandez,NO ESPECIFICA,Palermo,Museo,3
-34.54028478964673,-58.46408086652405,Museo Malvinas E Islas Atlantico Sur,NO,Nuñez,Museo,20
-34.60375945278927,-58.37386319061633,Museo Mitre,NO,San nicolas,Museo,1
-34.58367001317219,-58.39474501328378,Museo Nacional Bellas Artes,NO,Recoleta,Museo,14
-34.54028478964673,-58.46408086652405,Museo Quinquela Martin,NO,Nuñez,Museo,6
-34.5687791,-58.5096947,Museo Saavedra,NO ESPECIFICA,,Museo,1
-34.570716451375965,-58.42116494289158,Museo Sivori,NO,Palermo,Museo,98
-34.570716451375965,-58.42116494289158,Museo Sivori,NO ESPECIFICA,Palermo,Museo,12
-34.570716451375965,-58.42116494289158,Museo Sivori,SI,Palermo,Museo,5
-34.664988340876754,-58.44302205262265,Nido,NO,Villa soldati,,1
-34.664988340876754,-58.44302205262265,Nido,SI,Villa soldati,,1
-34.603624990829566,-58.37894658198476,Opera,NO,San nicolas,,2
-34.6290596,-58.3720112,Palacio Lezama,NO,,,1
-34.60734149415256,-58.379312228028844,Palacio San Miguel,NO,San nicolas,,1
-34.6353621,-58.3981484,Parque Ameghino,NO,,Parque/Plaza/Anfiteatro,2
-34.6173007,-58.4363622,Parque Rivadavia,SI,,Parque/Plaza/Anfiteatro,1
-34.573558,-58.414983,Parque Tres De Febrero,SI,Palermo,Parque/Plaza/Anfiteatro,2
-34.61220723739019,-58.373378795663406,Pasaje Belgrano,SI,Monserrat,,1
-34.60158715606997,-58.44422911680467,Pastrami Don Elios,NO,Villa crespo,,1
-34.62864686377672,-58.35598377822312,Pelookeria,NO,Boca,,4
-34.618276318176775,-58.37583734061375,Pista Urbana,NO,San telmo,,4
-34.5711497,-58.4137278,Planetario Galileo Galilei,NO,,,1
-34.5780165,-58.4111523,Plaza Alemania,SI,,Parque/Plaza/Anfiteatro,1
-34.5885781,-58.4693871,Plaza Antonio Malaver,NO ESPECIFICA,,Parque/Plaza/Anfiteatro,6
-34.65594248530275,-58.4546897075186,Plaza Carrillo,NO,Villa soldati,Parque/Plaza/Anfiteatro,1
-34.65594248530275,-58.4546897075186,Plaza Carrillo,SI,Villa soldati,Parque/Plaza/Anfiteatro,6
-34.586585,-58.385852,Plaza De La Republica Oriental Del Uruguay,NO,Recoleta,Parque/Plaza/Anfiteatro,1
-34.64357233303489,-58.44147698057611,Plaza De Los Niños Barrio Rivadavia,NO,Flores,Barrio,1
-34.6004275,-58.3861617,Plaza De Vaticano,NO ESPECIFICA,,Parque/Plaza/Anfiteatro,1
-34.58338631967589,-58.37480399710721,Plaza Del Portal,SI,Retiro,Parque/Plaza/Anfiteatro,1
-34.620667541322746,-58.37142525448924,Plaza Dorrego,NO,San telmo,Parque/Plaza/Anfiteatro,1
-34.620667541322746,-58.37142525448924,Plaza Dorrego,SI,San telmo,Parque/Plaza/Anfiteatro,3
-34.5655335,-58.4775531,Plaza Estacion Coglhan,SI,,Parque/Plaza/Anfiteatro,1
-34.58475990642078,-58.391704533378004,Plaza Francia,NO,Recoleta,Parque/Plaza/Anfiteatro,3
-34.58475990642078,-58.391704533378004,Plaza Francia,NO ESPECIFICA,Recoleta,Parque/Plaza/Anfiteatro,1
-34.58475990642078,-58.391704533378004,Plaza Francia,SI,Recoleta,Parque/Plaza/Anfiteatro,1
-34.58475991,-58.39170453,Plaza Francia,NO ESPECIFICA,Recoleta,Parque/Plaza/Anfiteatro,3
-34.650452651326525,-58.4046682045472,Plaza Kevin,SI,Nueva pompeya,Parque/Plaza/Anfiteatro,3
-34.668691473186506,-58.497031669886674,Plaza Los Perales,NO,Mataderos,Parque/Plaza/Anfiteatro,2
-34.668691473186506,-58.497031669886674,Plaza Los Perales,SI,Mataderos,Parque/Plaza/Anfiteatro,2
-34.625921,-58.406906,Plaza Martin Fierro,SI,San cristobal,Parque/Plaza/Anfiteatro,1
-34.629153344256366,-58.48231007422677,Plaza Velez Sarfield,NO,Floresta,Parque/Plaza/Anfiteatro,1
-34.597228,-58.393197,Plaza Vicente Lopez,NO ESPECIFICA,Recoleta,Parque/Plaza/Anfiteatro,1
-34.59155,-58.383155,Plazoleta Carlos Pellegrini,NO,Retiro,,1
-34.591337,-58.386126,Plazoleta Carlos Pellegrini,NO ESPECIFICA,,,1
-34.54660438551651,-58.43094807071776,Polideportivo Los Piletones,NO,Belgrano,,5
-34.65822795328396,-58.41605797326886,Polo Bandoneon,NO,Nueva pompeya,Centro Cultural,18
-34.62775812461728,-58.395496734688216,Polo Circo,NO,San cristobal,Centro Cultural,26
-34.57766194410873,-58.444525390420395,Predio El Dorrego,NO ESPECIFICA,Colegiales,,1
-34.6041781,-58.3729853,Puerta,NO,,,1
-34.639334387375534,-58.36172993049232,Puerta Del Bar La Perla,NO,Boca,Bar/Confitería/Restaurant,1
-34.6235689219237,-58.37120517700726,Pulperia Quilapan,NO,San telmo,Bar/Confitería/Restaurant,1
-34.61000933610084,-58.37211019337147,Querubines,NO,Monserrat,,1
-34.57151611765596,-58.434531140591886,Regimiento De Granaderos A Caballo Gral. San Martin,NO,Palermo,,1
-34.5848226,-58.456112,Restaurant De Osvaldo,NO,,Bar/Confitería/Restaurant,3
-34.60300240031283,-58.371601357708606,Restaurante Zirkel. Club Aleman,NO,San nicolas,Bar/Confitería/Restaurant,10
-34.6043742,-58.4311471,Sala Abasto Social Club,NO,,Club/Fundación,2
-34.6025613,-58.3852761,Sala De Maquinas,NO,,,3
-34.61775212757905,-58.382485346187394,Santa Casa Servicios Espirituales,NO,Constitucion,,1
-34.59770161376828,-58.430354399281356,Sede Central De La Emad,NO,Villa crespo,,12
-34.59770161376828,-58.430354399281356,Sede Central De La Emad,NO ESPECIFICA,Villa crespo,,9
-34.604036310523924,-58.38712690467082,Sede Colegio Publico De Abogados,NO,San nicolas,,8
-34.5536413,-58.4658111,Sede Comuna 13,NO,,,1
-34.6162193,-58.3897265,Silencio De Negras,NO,,,3
-34.62923892457638,-58.358441940071245,Skate Park,NO,Boca,Parque/Plaza/Anfiteatro,8
-34.6184194,-58.4485227,Subida Al Puente,SI,,,1
-34.6164507,-58.3999822,Teatro Área 623,NO,,Teatro,2
-34.6155716,-58.3885404,Teatro Caliban,NO,,Teatro,3
-34.596794427515626,-58.383258059132686,Teatro Coliseo,NO,Retiro,Teatro,2
-34.60045653531845,-58.38349020791304,Teatro Colon,NO,San nicolas,Teatro,42
-34.60120057214949,-58.383902258861404,Teatro Colon,NO,San nicolas,Teatro,410
-34.60143252968979,-58.383439139581,Teatro Colon,NO,San nicolas,Teatro,24
-34.60120057214949,-58.383902258861404,Teatro Colon,SI,San nicolas,Teatro,1
-34.639260633536935,-58.36145941043622,Teatro De La Ribera,NO,Boca,Teatro,54
-34.6105196,-58.3960942,Teatro Empire,NO,,Teatro,3
-34.63476711365057,-58.48539178668189,Teatro Gran Rivadavia,NO,Velez sarsfield,Teatro,1
-34.6349249,-58.4875685,Teatro Gran Rivadavia,NO,,Teatro,1
-34.6004089,-58.4097869,Teatro La Carpintería,NO,,Teatro,2
-34.5963761,-58.3943165,Teatro La Comedia,NO,,Teatro,3
-34.61816590006903,-58.37591640925527,Teatro Margarita,NO,San telmo,Teatro,1
-34.602177872963544,-58.4107393898233,Teatro Monte Viejo,NO,Balvanera,Teatro,6
-34.59883785756744,-58.38401178664361,Teatro Nacional Cervantes,NO,Retiro,Teatro,2
-34.58418117915079,-58.44578930456469,Teatro Regio,NO,Chacarita,Teatro,177
-34.63903721486624,-58.3607599942225,Teatro Rivera,NO,Boca,Teatro,7
-34.604238054156944,-58.38864181184383,Teatro San Martin,NO,San nicolas,Teatro,1273
-34.604238054156944,-58.38864181184383,Teatro San Martin,NO ESPECIFICA,San nicolas,Teatro,35
-34.57921152021019,-58.418917318151024,Teatro Sarmiento,NO,Palermo,Teatro,147
-34.589476,-58.4199909,Templo De La Parroquia De Nuestra Señora De Guadalupe,NO,,,1
-34.6758392292657,-58.47872849385045,Tunel De Los Artistas,NO,Villa lugano,,1
-34.58328949628744,-58.392372941256745,Uba,NO,Recoleta,,1
-34.58328949628744,-58.392372941256745,Uba,NO ESPECIFICA,Recoleta,,1
-34.60428105975906,-58.391315678900305,Universidad Del Museo Social Argentino,NO,San nicolas,Museo,1
-34.6053607,-58.3909987,Universidad Del Museo Social Argentino,NO,,Museo,1
-34.62971734608856,-58.356947005603345,Universidad Nacional De Las Artes,NO,Boca,Escuela/Universidad,1
-34.59878484906928,-58.4202482042071,Universidad Tecnologica Nacional,NO,Almagro,Escuela/Universidad,5
-34.628688743036314,-58.35609978740654,Usina Del Arte,NO,Boca,Centro Cultural,1409
-34.628688743036314,-58.35609978740654,Usina Del Arte,NO ESPECIFICA,Boca,Centro Cultural,102
-34.628688743036314,-58.35609978740654,Usina Del Arte,SI,Boca,Centro Cultural,1
-34.628688743036314,-58.35609978740654,Usina Del Arte,NO ESPECIFICA,Boca,Centro Cultural,1
-34.6717671884477,-58.46080192520517,Villa 20,NO,Villa soldati,,1
-34.6750465,-58.4661414,Villa 20,NO,,,2
-34.67796194632318,-58.466225205536475,Villa 20,NO,Villa lugano,,2
-34.6799330660013,-58.467002426876114,Villa 20,NO,Villa lugano,,2
-34.68192063055124,-58.46745715424069,Villa 20,NO,Villa lugano,,1
-34.683164,-58.461761,Villa 20,NO,,,3
-34.6717671884477,-58.46080192520517,Villa 20,SI,Villa soldati,,1
-34.6799330660013,-58.467002426876114,Villa 20,SI,Villa lugano,,6
-34.63937580319021,-58.36180706002444,Vuelta De Rocha,SI,Boca,,2
-34.61675196917566,-58.371729328156654,Zanjon De Grandos,NO,San telmo,,4
-34.61675196917566,-58.371729328156654,Zanjon De Grandos,NO ESPECIFICA,San telmo,,1
-34.683164,-58.461761,Zellarayan,NO,,,1
-34.61524574658694,-58.36881985524627,,DECISION DE LA ESCUELA,Monserrat,,1
-34.622309031895654,-58.36811962650841,,DECISION DE LA ESCUELA,San telmo,,2
-34.546879938969326,-58.448165918768524,,NO,Belgrano,,1
-34.55378050639685,-58.464026433018645,,NO,Nuñez,,1
-34.56063813370015,-58.45409628704422,,NO,Belgrano,,1
-34.561081,-58.4579184,,NO,,,1
-34.567894473480806,-58.43871615067316,,NO,Palermo,,2
-34.573391,-58.463661,,NO,Belgrano,,1
-34.5739562,-58.414557,,NO,,,5
-34.5746687,-58.3985141,,NO,,,4
-34.57527588269721,-58.41496454756142,,NO,Palermo,,1
-34.577356346533186,-58.42479177865844,,NO,Palermo,,2
-34.578514718072746,-58.460137764132,,NO,Chacarita,,2
-34.5802112,-58.4219318,,NO,,,1
-34.58050953226832,-58.40193270296921,,NO,Palermo,,3
-34.58298029183642,-58.429046595737084,,NO,Palermo,,2
-34.58338631967589,-58.37480399710721,,NO,Retiro,,2
-34.583985,-58.3951931,,NO,,,1
-34.584182,-58.37985,,NO,,,2
-34.584419,-58.378108,,NO,,,6
-34.585051045893444,-58.3724292546309,,NO,Retiro,,1
-34.5864656,-58.3939406,,NO,,,1
-34.5869855619337,-58.44125496861269,,NO,Chacarita,,1
-34.58730948722179,-58.44946487346771,,NO,Chacarita,,3
-34.5913472,-58.4524577,,NO,,,4
-34.59154471044241,-58.3807127101014,,NO,Retiro,,1
-34.59174376955919,-58.37452232597077,,NO,Retiro,,1
-34.592355353308335,-58.45003659949597,,NO,Chacarita,,1
-34.59546087480283,-58.43665429321182,,NO,Villa crespo,,2
-34.5966631,-58.3774873,,NO,,,1
-34.597227977757804,-58.39319736304052,,NO,Recoleta,,1
-34.597644972189165,-58.429429186518014,,NO,Villa crespo,,1
-34.59828988519268,-58.45981369263498,,NO,Paternal,,1
-34.599072927442435,-58.38036627676938,,NO,San nicolas,,1
-34.601646573296854,-58.41548810770799,,NO,Almagro,,2
-34.60203730089649,-58.38101681776672,,NO,San nicolas,,6
-34.60251378604054,-58.47676906362931,,NO,Villa del parque,,1
-34.6025370737585,-58.49912618120669,,NO,Villa del parque,,1
-34.602903864551806,-58.36901860384199,,NO,San nicolas,,2
-34.60345137522779,-58.37888154445927,,NO,San nicolas,,1
-34.6042691,-58.3906862,,NO,,,2
-34.60458806264701,-58.39586447807118,,NO,Balvanera,,3
-34.604898999554614,-58.392356108167824,,NO,Balvanera,,3
-34.605080150407254,-58.43805239043761,,NO,Caballito,,1
-34.60560174548259,-58.43928782394143,,NO,Villa crespo,,2
-34.6056948,-58.3932038,,NO,,,3
-34.60584773981494,-58.41364740309818,,NO,Almagro,,1
-34.6059403,-58.4158897,,NO,,,1
-34.606090563954844,-58.400394488285635,,NO,Balvanera,,1
-34.60614316292776,-58.47331574254286,,NO,Villa gral. Mitre,,1
-34.60673190253495,-58.43843955032307,,NO,Caballito,,2
-34.60708060610361,-58.38538163305273,,NO,San nicolas,,1
-34.6078533,-58.3758544,,NO,,,1
-34.6083623,-58.3744719,,NO,,,1
-34.60850511227348,-58.37473902663276,,NO,Monserrat,,1
-34.60903345045788,-58.38958923559434,,NO,San nicolas,,1
-34.609167486107324,-58.38430027404939,,NO,Monserrat,,1
-34.609254423797566,-58.38329040541243,,NO,Monserrat,,3
-34.609906187380076,-58.40364437330888,,NO,Balvanera,,1
-34.61000933610084,-58.37211019337147,,NO,Monserrat,,1
-34.61017307214623,-58.390423318039936,,NO,Monserrat,,1
-34.610181723843596,-58.372218699618315,,NO,Monserrat,,1
-34.610456871701636,-58.37347838843315,,NO,Monserrat,,1
-34.61050061535742,-58.42704628278401,,NO,Almagro,,1
-34.61072322219401,-58.37339079373943,,NO,Monserrat,,1
-34.61225030265218,-58.37471057098631,,NO,Monserrat,,4
-34.613258189439904,-58.38247089280992,,NO,Monserrat,,1
-34.6137684,-58.3770987,,NO,,,2
-34.61492910206511,-58.374112978488675,,NO,Monserrat,,2
-34.61680728128184,-58.38998974797487,,NO,Monserrat,,2
-34.619377935444916,-58.370418993765895,,NO,San telmo,,1
-34.621864396787096,-58.3702241244954,,NO,San telmo,,1
-34.62297124267854,-58.35371608041293,,NO,Boca,,1
-34.62458592890719,-58.38113853655404,,NO,Constitucion,,1
-34.62479184287295,-58.41133498900564,,NO,San cristobal,,90
-34.625189570011706,-58.367978745254646,,NO,San telmo,,1
-34.62538220397511,-58.416336771833635,,NO,Boedo,,1
-34.6258157,-58.4210218,,NO,,,5
-34.62637044050041,-58.359467112795855,,NO,Boca,,35
-34.62702013418897,-58.358473160338235,,NO,Boca,,30
-34.6275433,-58.3975957,,NO,,,1
-34.6278871,-58.4924222,,NO,,,1
-34.62864686377672,-58.35598377822312,,NO,Boca,,4
-34.62936674663429,-58.38931189154232,,NO,Constitucion,,1
-34.62937980596905,-58.355444186013735,,NO,Boca,,4
-34.631856765434115,-58.35364533593921,,NO,Boca,,4
-34.63208173721621,-58.36067366496519,,NO,Boca,,1
-34.633122009481234,-58.35335327497871,,NO,Boca,,2
-34.633649477896505,-58.519508901445185,,NO,Liniers,,1
-34.634051710654695,-58.43833783231772,,NO,Parque chacabuco,,1
-34.63476711365057,-58.48539178668189,,NO,Velez sarsfield,,6
-34.63591666198442,-58.44173207390208,,NO,Parque chacabuco,,5
-34.636465321050494,-58.3643791942153,,NO,Boca,,1
-34.6364873,-58.4483395,,NO,,,1
-34.63678826398936,-58.403785541048684,,NO,Parque patricios,,1
-34.63752893393819,-58.356732369787956,,NO,Boca,,1
-34.639260633536935,-58.36145941043622,,NO,Boca,,40
-34.64048741864621,-58.4835468420943,,NO,Parque avellaneda,,1
-34.64127318675346,-58.36023141891235,,NO,Boca,,3
-34.641818593013966,-58.37949595985608,,NO,Barracas,,2
-34.641851962601045,-58.468613177670235,,NO,Flores,,1
-34.6432508,-58.5144593,,NO,,,1
-34.644124328969724,-58.45367458698011,,NO,Flores,,1
-34.6442335,-58.4781072,,NO,,,1
-34.64629767502227,-58.43255910736599,,NO,Nueva pompeya,,1
-34.64655019650193,-58.372980804780624,,NO,Barracas,,1
-34.6472601,-58.451404,,NO,,,1
-34.6473399,-58.4377408,,NO,,,1
-34.64832973664223,-58.43940578098938,,NO,Flores,,1
-34.6501318,-58.4337941,,NO,,,3
-34.6518455,-58.4353374,,NO,,,5
-34.654751393368066,-58.37934145630545,,NO,Barracas,,1
-34.6556353,-58.4569973,,NO,,,4
-34.655945,-58.45467,,NO,,,1
-34.6563611,-58.4023258,,NO,,,1
-34.6569008,-58.4577243,,NO,,,1
-34.658666450931044,-58.47521128407434,,NO,Parque avellaneda,,1
-34.659595256723236,-58.44618241994644,,NO,Villa soldati,,1
